feature,importance_gain,importance_split
x_1440m_PctB,184700078.0,239
x_60m_O2L_neut,183803100.0,207
x_5m_H2L_Vol_neut,182503235.0,218
x_480m_EffRatio,178510534.0,214
x_240m_O2L,175996420.0,219
x_60m_O2H_neut,172126461.0,227
x_60m_Close_Diff_Rate,170673449.0,239
x_120m_Close_Diff_Rate,170376571.0,208
x_120m_H2C_neut,166033792.0,248
x_30m_O2L_neut,162849321.0,197
x_120m_H2C,160261130.0,214
x_5m_RVol,159631112.0,225
x_60m_OI_Chg_neut,158497715.0,236
x_120m_Close_Diff_Rate_neut,153060636.0,208
x_60m_OI_Chg,148964652.0,219
x_30m_L2C_neut,144433778.0,196
x_60m_O2L,143151275.0,191
x_30m_O2H,140906638.0,214
x_1m_Premium,140698755.0,198
x_30m_OI_Chg,137431780.0,216
x_30m_OI_Chg_neut,137422911.0,184
x_240m_PremiumDiff,137048869.0,142
x_720m_PremiumDiff,135877833.0,168
x_60m_H2C,135668509.0,193
x_120m_C2VWAP_neut,134822683.0,189
x_30m_O2C,134402555.0,193
x_5m_L2C,132977640.0,163
x_15m_O2L,132193798.0,177
x_5m_O2H,131918530.0,163
x_15m_L2C,130057027.0,181
x_5m_O2H_neut,127921739.0,169
x_1m_Premium_neut,121237493.0,157
x_60m_PremiumDiff,118576567.0,151
x_15m_OI_Chg,117299750.0,182
x_5m_RVol_neut,116834054.0,170
x_30m_O2H_neut,116725861.0,164
x_1m_H2L_Vol,112602935.0,174
x_15m_OI_Chg_neut,110689777.0,155
x_1m_PremiumDiff_neut,110576680.0,143
x_15m_RatioSkewDiff_neut,109528312.0,164
x_5m_L2C_neut,107159127.0,138
x_1m_H2L_Vol_neut,105324936.0,153
x_60m_EffRatio,105211990.0,152
x_1440m_PremiumDiff_neut,104791336.0,145
x_15m_H2C_neut,102411009.0,148
x_15m_O2L_neut,100595881.0,128
x_15m_O2H,100398502.0,142
x_30m_O2L,99429497.0,146
x_30m_PremiumDiff_neut,99286374.0,139
x_15m_H2C,99259539.0,131
x_480m_PremiumDiff,99189045.0,149
x_1m_L2C_neut,94786568.0,139
x_60m_OI_Price_Ratio,93969421.0,126
x_30m_PremiumDiff,93881719.0,130
x_60m_PremiumDiff_neut,93870870.0,123
x_15m_O2H_neut,93841001.0,123
x_1m_PremiumDiff,93688457.0,132
x_240m_PremiumDiff_neut,93385968.0,122
x_1m_O2L,91862352.0,107
x_1m_H2C_neut,89236921.0,126
x_5m_PremiumDiff,87572880.0,139
x_60m_EffRatio_neut,86283667.0,133
x_5m_H2C,85355041.0,126
x_5m_PremiumDiff_neut,84039990.0,129
x_5m_OI_Chg,83106888.0,120
x_1m_H2C,83086203.0,102
x_480m_PremiumDiff_neut,81560281.0,127
x_120m_PremiumDiff,80873265.0,118
x_1m_L2C,79628346.0,109
x_5m_O2C_neut,78342115.0,122
x_1m_O2H_neut,76776857.0,121
x_15m_PremiumDiff,76558374.0,119
x_5m_O2C,76169622.0,110
x_5m_C2VWAP,75928440.0,116
x_1m_O2L_neut,75430077.0,107
x_720m_PremiumDiff_neut,75407809.0,105
x_5m_O2L,70712022.0,106
x_120m_PremiumDiff_neut,68205072.0,108
x_5m_H2C_neut,68105587.0,105
x_1m_C2VWAP_neut,63632237.0,110
x_15m_PremiumDiff_neut,59604223.0,90
x_5m_PctB_neut,59213908.0,78
x_5m_C2VWAP_neut,56919973.0,94
x_5m_O2L_neut,54651481.0,75
x_1m_C2VWAP,45991154.0,60
