feature,importance_gain,importance_split
x_1m_PremiumDiff_neut,38294324.0,42
x_1m_L2C_neut,38188318.0,47
x_5m_OI_Chg,37474717.0,63
x_5m_L2C_neut,37055424.0,52
x_15m_H2C_neut,36993578.0,44
x_120m_PremiumDiff_neut,36158917.0,45
x_1m_C2VWAP_neut,35862353.0,55
x_5m_C2VWAP_neut,34520254.0,54
x_5m_O2L,34425105.0,41
x_5m_PremiumDiff,34375214.0,37
x_15m_O2H_neut,34132673.0,39
x_1m_O2L,33801144.0,46
x_5m_H2C_neut,33794043.0,36
x_15m_O2H,32986550.0,44
x_1m_O2H_neut,31248523.0,56
x_5m_O2C,31169180.0,35
x_5m_O2L_neut,30991059.0,38
x_30m_PremiumDiff_neut,29267810.0,34
x_30m_O2L,24987706.0,28
x_5m_O2H_neut,24585878.0,34
x_5m_O2H,24190584.0,42
x_5m_PremiumDiff_neut,23859892.0,39
x_5m_O2C_neut,23851323.0,26
x_1m_PremiumDiff,21269494.0,33
x_120m_Close_Diff_Rate_neut,21210415.0,30
x_1m_L2C,21101181.0,29
x_1m_C2VWAP,18866756.0,36
x_5m_PctB_neut,16739836.0,30
x_1m_H2C_neut,14702242.0,31
x_1m_O2L_neut,12667306.0,21
