feature,importance_gain,importance_split
x_1m_Premium_neut,47846394.0,73
x_120m_C2VWAP_neut,47621088.0,77
x_5m_Premium_neut,47609107.0,85
x_480m_OI_Chg,46779834.0,94
x_60m_OI_Chg,46353486.0,76
x_120m_O2L,45557800.0,93
x_720m_OI_Chg_neut,45355251.0,89
x_240m_O2L,45089704.0,68
x_720m_OI_XSkew,44990292.0,84
x_480m_Close_Diff_Rate,44888717.0,92
x_480m_O2H_neut,44587609.0,98
x_30m_PremiumDiff_neut,44127365.0,56
x_120m_CrowdingPressure_neut,44045146.0,68
x_5m_C2VWAP_neut,43575664.0,67
x_5m_RVol_neut,43471936.0,96
x_1440m_PremiumDiff,43447264.0,86
x_30m_O2H,43294297.0,86
x_240m_C2VWAP_neut,43106437.0,60
x_120m_L2C,43026621.0,75
x_1440m_O2L,42299719.0,89
x_480m_EffRatio_neut,41827180.0,69
x_720m_OI_Z_neut,41300126.0,78
x_60m_OI_Price_Ratio,41225668.0,70
x_720m_OI_Price_Ratio,41155302.0,64
x_240m_PctB_neut,40797456.0,52
x_60m_Close_Diff_Rate,40289623.0,73
x_120m_OI_Chg_neut,40215814.0,90
x_480m_O2L_neut,39661778.0,68
x_720m_O2H_neut,39335653.0,69
x_15m_L2C,39275147.0,87
x_720m_O2L,38676768.0,82
x_5m_L2C,38291623.0,72
x_60m_O2L_neut,38056187.0,68
x_1440m_OI_Price_Ratio_neut,37247107.0,67
x_120m_L2C_neut,36602715.0,85
x_5m_L2C_neut,36280787.0,69
x_720m_EffRatio,36184486.0,61
x_480m_O2L,36117766.0,70
x_480m_PremiumDiff_neut,35963128.0,54
x_240m_OI_Chg,35141206.0,75
x_120m_OI_Chg,34969203.0,80
x_240m_OI_Chg_neut,34939736.0,79
x_240m_NetTaker_neut,34821463.0,68
x_1m_H2L_Vol_neut,33974296.0,65
x_15m_H2C_neut,33700298.0,74
x_1440m_O2L_neut,33486115.0,76
x_720m_OI_Z,33466340.0,64
x_1m_H2L_Vol,33140697.0,57
x_1440m_O2C_neut,32866127.0,84
x_1m_O2H_neut,32785458.0,56
x_30m_O2L,32699621.0,64
x_15m_PremiumDiff,32293526.0,58
x_30m_O2C,31624343.0,55
x_1m_PremiumDiff_neut,31514713.0,68
x_60m_PremiumDiff_neut,31395150.0,57
x_30m_OI_Chg,30938591.0,71
x_120m_H2C,30833959.0,65
x_15m_RatioSkewDiff_neut,30210328.0,62
x_30m_O2L_neut,29504683.0,63
x_30m_L2C_neut,29490837.0,61
x_480m_PremiumDiff,29295125.0,64
x_5m_O2C_neut,28934465.0,53
x_1m_L2C_neut,28894796.0,59
x_120m_NetTaker_neut,28855778.0,56
x_240m_PremiumDiff,28565656.0,58
x_30m_PremiumDiff,28217434.0,41
x_5m_H2C_neut,28154547.0,42
x_5m_O2L_neut,27397817.0,45
x_30m_O2H_neut,27141557.0,57
x_15m_OI_Chg,26999191.0,49
x_15m_O2H,26737898.0,57
x_1440m_Close_Diff_Rate_neut,26583869.0,69
x_5m_O2H_neut,26553838.0,52
x_60m_O2H_neut,26540689.0,50
x_15m_O2L_neut,26288254.0,50
x_15m_OI_Chg_neut,26208267.0,48
x_15m_O2L,26134156.0,52
x_5m_PremiumDiff_neut,25703587.0,48
x_120m_PremiumDiff,25246749.0,38
x_15m_H2C,25096276.0,52
x_720m_OI_Price_Ratio_neut,24911834.0,63
x_60m_PremiumDiff,24653011.0,42
x_240m_PremiumDiff_neut,24650236.0,37
x_15m_O2H_neut,24148157.0,48
x_1m_O2L_neut,24031051.0,73
x_5m_O2L,23928446.0,48
x_1m_H2C_neut,23047777.0,49
x_60m_EffRatio,22770496.0,39
x_720m_PremiumDiff,22589259.0,52
x_120m_PremiumDiff_neut,22521723.0,50
x_5m_PremiumDiff,22228529.0,44
x_1m_C2VWAP_neut,22100681.0,55
x_5m_PctB_neut,21762158.0,42
x_30m_OI_Chg_neut,21732621.0,58
x_1440m_PctB,21603785.0,52
x_5m_OI_Chg,21181708.0,53
x_15m_PremiumDiff_neut,20935446.0,46
x_120m_Close_Diff_Rate,20463513.0,59
x_5m_O2H,20260360.0,45
x_1440m_PremiumDiff_neut,20100922.0,48
x_720m_PremiumDiff_neut,19968909.0,52
x_60m_EffRatio_neut,19859301.0,44
x_1m_O2L,18804876.0,37
x_1m_H2C,18791109.0,45
x_1m_C2VWAP,18452030.0,46
x_5m_C2VWAP,18217246.0,37
x_5m_O2C,14439912.0,37
x_1m_PremiumDiff,13546908.0,32
x_1m_L2C,13446292.0,27
