feature,importance_gain,importance_split
x_1440m_RVol,410301596.0,440
x_480m_H2L_Vol,239211594.0,290
x_720m_H2L_Vol,220838329.0,279
x_1440m_Premium,214175434.0,246
x_120m_H2L_Vol,209593001.0,256
x_480m_O2H_neut,209196115.0,254
x_480m_OI_Chg,206715694.0,218
x_1440m_O2H,199770217.0,252
x_15m_H2L_Vol,199039160.0,240
x_1440m_O2L,186198394.0,208
x_5m_WhaleGap,185196377.0,158
x_720m_O2H,182882380.0,221
x_1440m_L2C,182868468.0,238
x_120m_O2H_neut,182414862.0,214
x_1440m_O2H_neut,175605019.0,220
x_1440m_OI_Chg,173134013.0,208
x_1440m_NetTaker_neut,172465494.0,187
x_5m_RatioSkew_neut,170656947.0,193
x_240m_O2H,166934084.0,217
x_480m_NetTaker_neut,166629853.0,158
x_120m_L2C,163724914.0,210
x_480m_L2C,161902809.0,199
x_1440m_H2C,160580404.0,207
x_1440m_L2C_neut,156790275.0,184
x_120m_O2H,156262272.0,202
x_480m_EffRatio_neut,156048707.0,203
x_1440m_O2L_neut,154359137.0,160
x_1440m_OI_Chg_neut,151415241.0,199
x_240m_O2H_neut,151037728.0,180
x_120m_L2C_neut,150436531.0,192
x_720m_O2C_neut,150395387.0,197
x_60m_H2L_Vol_neut,147111523.0,189
x_240m_PctB_neut,144021526.0,174
x_120m_Vol_neut,142646722.0,164
x_5m_RVol,142186510.0,191
x_720m_O2L,141900697.0,153
x_720m_O2H_neut,139420978.0,183
x_720m_O2L_neut,138663104.0,171
x_480m_L2C_neut,138247707.0,190
x_480m_Close_Diff_Rate,136242339.0,181
x_1440m_PctB_neut,136082019.0,164
x_1440m_PremiumDiff,135641075.0,170
x_1440m_O2C_neut,133865463.0,172
x_120m_CrowdingPressure_neut,132691253.0,164
x_480m_O2L,132306645.0,154
x_240m_OI_Chg,131068353.0,185
x_1440m_EffRatio_neut,130904579.0,166
x_720m_EffRatio,129473898.0,144
x_120m_Close_Diff_Rate,128898082.0,149
x_120m_OI_Chg,128019535.0,174
x_60m_O2H,127570043.0,157
