feature,importance_gain,importance_split
x_720m_OI_Z,2259708284.0,109
x_720m_OI_XSkew,1628902826.0,142
x_720m_OI_Z_neut,1066090962.0,76
x_120m_Vol,1060372080.0,126
x_120m_O2H_neut,727056850.0,67
x_1440m_RVol,718546390.0,98
x_240m_OI_P_Corr,715276024.0,108
x_1440m_EffRatio,704937550.0,91
x_5m_RatioSkew_neut,694868786.0,121
x_1440m_PctB,687455976.0,84
x_240m_O2H_neut,643619800.0,73
x_480m_RatioSkewDiff_neut,603370860.0,138
x_1440m_NetTaker_neut,574285577.0,109
x_60m_Vol_neut,549936220.0,119
x_120m_Vol_neut,535499560.0,93
x_60m_EffRatio,525154640.0,83
x_480m_EffRatio,466062570.0,59
x_1440m_RatioSkewDiff_neut,458210920.0,90
x_480m_O2H_neut,457736980.0,62
x_720m_EffRatio,455782800.0,71
x_480m_NetTaker_neut,455465890.0,91
x_5m_WhaleGap,451406980.0,77
x_240m_O2H,436263420.0,62
x_1440m_L2C_neut,431982670.0,67
x_120m_VolDiff_neut,416567800.0,96
x_120m_NetTaker_neut,412769679.0,62
x_15m_RatioSkewDiff_neut,397181974.0,62
x_240m_PctB_neut,370634170.0,37
x_720m_H2C_neut,367668048.0,65
x_480m_L2C_neut,358423550.0,51
x_480m_EffRatio_neut,355652810.0,58
x_240m_NetTaker_neut,350812570.0,59
x_1440m_EffRatio_neut,349293530.0,83
x_1440m_Premium,342496300.0,80
x_720m_O2H_neut,339319460.0,62
x_120m_OI_Chg_neut,323905100.0,43
x_480m_O2L,319623860.0,69
x_1440m_OI_Chg,312039320.0,75
x_1440m_PctB_neut,309231580.0,57
x_1440m_O2H_neut,305516080.0,58
x_1440m_Close_Diff_Rate_neut,301106126.0,40
x_1440m_L2C,300104580.0,61
x_720m_O2L_neut,297900510.0,60
x_240m_EffRatio_neut,294823560.0,69
x_1440m_H2C,291372310.0,70
x_120m_CrowdingPressure_neut,280115820.0,58
x_720m_OI_Price_Ratio_neut,279013830.0,62
x_480m_OI_Chg,277783500.0,76
x_1440m_OI_Price_Ratio_neut,277648696.0,47
x_1440m_O2L,274833410.0,64
x_720m_OI_Chg_neut,271514080.0,67
x_480m_L2C,266977940.0,60
x_60m_PremiumDiff_neut,259602550.0,49
x_60m_EffRatio_neut,258161780.0,50
x_240m_O2C,250302940.0,57
x_120m_H2C,241287430.0,46
x_1440m_O2H,236910940.0,58
x_720m_O2C_neut,235454150.0,61
x_720m_Close_Diff_Rate_neut,233152600.0,59
x_720m_OI_Price_Ratio,231064990.0,67
x_5m_Premium_neut,226628480.0,46
x_240m_C2VWAP_neut,224076250.0,43
x_120m_O2L_neut,221767710.0,49
x_15m_H2L_Vol,220681860.0,49
x_120m_L2C_neut,220491780.0,51
x_480m_O2L_neut,218447100.0,59
x_1440m_OI_Chg_neut,213613000.0,52
x_480m_H2C_neut,213425930.0,49
x_120m_H2L_Vol,208750630.0,53
x_30m_OI_Chg,207097170.0,37
x_1440m_H2C_neut,206338380.0,55
x_240m_O2L_neut,204764620.0,47
x_120m_O2H,202327470.0,52
x_720m_PremiumDiff_neut,201882410.0,42
x_30m_PremiumDiff,199591340.0,36
x_120m_H2C_neut,197386600.0,44
x_5m_H2C,193781440.0,28
x_60m_PremiumDiff,192631560.0,43
x_1m_Premium_neut,190652211.0,37
x_60m_O2H_neut,190228630.0,49
x_1440m_O2L_neut,187776530.0,42
x_5m_RVol,183660800.0,42
x_120m_L2C,183516950.0,51
x_240m_O2L,182445190.0,40
x_240m_OI_Chg_neut,180900240.0,26
x_60m_O2L,177024220.0,43
x_480m_H2L_Vol,173446468.0,52
x_5m_PremiumDiff_neut,173302190.0,41
x_120m_C2VWAP_neut,169688784.0,41
x_30m_PremiumDiff_neut,169660790.0,37
x_240m_OI_Chg,168854450.0,46
x_30m_O2H_neut,168799470.0,29
x_120m_O2L,168775400.0,40
x_720m_O2L,166218900.0,38
x_720m_PremiumDiff,164604010.0,41
x_60m_OI_Chg_neut,163978590.0,41
x_720m_H2L_Vol,163816047.0,47
x_60m_OI_Price_Ratio,163807440.0,41
x_1440m_O2C_neut,162916370.0,41
x_1m_Premium,159167980.0,37
x_15m_PremiumDiff,154629520.0,41
x_5m_H2C_neut,147804230.0,23
x_30m_O2C,147428290.0,41
x_1m_PremiumDiff,145141290.0,28
x_60m_Close_Diff_Rate,144973100.0,48
x_15m_PremiumDiff_neut,143706050.0,37
x_30m_O2L,141492980.0,27
x_30m_O2H,140056890.0,36
x_120m_OI_Chg,139625700.0,40
x_5m_O2C_neut,138114130.0,25
x_15m_O2L,135935340.0,33
x_1440m_PremiumDiff,133867457.0,37
x_720m_O2H,131402330.0,37
x_30m_OI_Chg_neut,131296790.0,28
x_1m_C2VWAP_neut,130857540.0,25
x_120m_PremiumDiff,129768210.0,30
x_240m_PremiumDiff,129220200.0,32
x_480m_Close_Diff_Rate,127901610.0,38
x_480m_PremiumDiff,126597710.0,40
x_5m_O2C,126022580.0,19
x_15m_H2C,124193050.0,32
x_60m_H2C,122288511.0,40
x_120m_Close_Diff_Rate,121035670.0,28
x_1440m_PremiumDiff_neut,118651080.0,29
x_60m_O2H,117436620.0,34
x_480m_PremiumDiff_neut,115289701.0,31
x_15m_H2C_neut,111845320.0,25
x_1m_L2C,108998080.0,27
x_15m_OI_Chg,107945830.0,34
x_5m_C2VWAP_neut,105200010.0,19
x_30m_O2L_neut,103769020.0,33
x_5m_L2C,103271370.0,24
