feature,importance_gain,importance_split
x_1440m_RVol,18183484.0,24
x_1440m_Premium,9543927.0,10
x_240m_O2H_neut,6824930.0,4
x_1440m_Close_Diff_Rate_neut,6812983.0,4
x_1440m_PctB_neut,6143532.0,6
x_1440m_PctB,4996139.0,3
x_120m_H2L_Vol,4975420.0,3
x_1440m_RatioSkewDiff_neut,4792994.0,6
x_1440m_L2C_neut,4424980.0,9
x_5m_WhaleGap,3823299.0,8
x_5m_O2L,3579400.0,1
x_480m_OI_Chg,3575526.0,8
x_1440m_EffRatio_neut,3367825.0,3
x_480m_O2C_neut,2922569.0,4
x_720m_OI_Z_neut,2884001.0,5
x_240m_NetTaker_neut,2829994.0,4
x_480m_L2C_neut,2702972.0,5
x_1440m_NetTaker_neut,2688232.0,5
x_120m_Vol_neut,2543754.0,5
x_240m_O2H,2383367.0,7
x_1440m_O2L_neut,2369398.0,2
x_120m_Close_Diff_Rate_neut,2314875.0,4
x_720m_OI_XSkew,2253088.0,5
x_1m_H2L_Vol,2243559.0,2
x_480m_H2L_Vol,2221342.0,5
x_120m_L2C,2163861.0,3
x_60m_O2L_neut,2110793.0,3
x_720m_O2L_neut,1939037.0,5
x_1440m_OI_Chg_neut,1928664.0,4
x_480m_PremiumDiff,1922060.0,2
x_480m_NetTaker_neut,1909523.0,3
x_120m_PremiumDiff_neut,1792354.0,3
x_480m_Close_Diff_Rate,1772146.0,4
x_240m_OI_Chg_neut,1482147.0,3
x_5m_RVol_neut,1439120.0,3
x_480m_PremiumDiff_neut,1347390.0,3
x_120m_Vol,1338204.0,4
x_1440m_H2C_neut,1327829.0,4
x_120m_O2L,1318392.0,3
x_120m_L2C_neut,1294243.0,3
x_15m_OI_Chg,1230480.0,1
x_60m_EffRatio,1134780.0,2
x_120m_C2VWAP_neut,1115289.0,3
x_240m_OI_P_Corr,992162.0,2
x_60m_Close_Diff_Rate,979643.0,3
x_480m_L2C,942524.0,2
x_5m_H2L_Vol_neut,849692.0,1
x_60m_H2L_Vol_neut,820579.0,2
x_120m_O2H,812124.0,3
x_1440m_H2C,767540.0,2
x_720m_OI_Z,725282.0,1
x_5m_O2H_neut,672988.0,1
x_480m_EffRatio_neut,671926.0,2
x_480m_RatioSkewDiff_neut,640584.0,2
x_120m_H2C_neut,634347.0,2
x_120m_VolDiff_neut,599518.0,1
x_120m_Close_Diff_Rate,570154.0,2
x_120m_O2L_neut,532803.0,1
x_1m_H2L_Vol_neut,475521.0,2
x_60m_H2C,452152.0,2
x_1440m_EffRatio,442592.0,2
x_720m_PremiumDiff_neut,440386.0,1
x_30m_O2L,434183.0,1
x_30m_O2L_neut,388393.0,1
x_720m_EffRatio,359051.0,1
x_240m_O2C,356713.0,1
x_1m_O2L_neut,351693.0,1
x_15m_O2L,341295.0,1
x_60m_PremiumDiff_neut,330517.0,1
x_120m_OI_Chg_neut,325039.0,1
x_1440m_O2L,324483.0,1
x_240m_OI_Chg,320453.0,1
x_5m_PremiumDiff_neut,316843.0,1
x_720m_OI_Price_Ratio_neut,291379.0,1
x_15m_H2C,277627.0,1
x_1m_O2H_neut,262141.0,1
x_240m_EffRatio_neut,250330.0,1
x_240m_O2L,248029.0,1
x_5m_C2VWAP_neut,245697.0,1
x_5m_O2C_neut,222095.0,1
x_60m_O2L,220181.0,1
x_15m_PremiumDiff_neut,196323.0,1
x_5m_OI_Chg,0.0,0
x_1440m_OI_Chg,0.0,0
x_120m_PremiumDiff,0.0,0
x_60m_EffRatio_neut,0.0,0
x_5m_O2L_neut,0.0,0
x_1440m_L2C,0.0,0
x_5m_PremiumDiff,0.0,0
x_1440m_O2C_neut,0.0,0
x_5m_PctB_neut,0.0,0
x_5m_RatioSkew_neut,0.0,0
x_1440m_O2H_neut,0.0,0
x_5m_RVol,0.0,0
x_60m_O2H,0.0,0
x_5m_Premium_neut,0.0,0
x_1440m_O2H,0.0,0
x_1m_H2C_neut,0.0,0
x_60m_O2H_neut,0.0,0
x_120m_OI_Chg,0.0,0
x_720m_PremiumDiff,0.0,0
x_120m_CrowdingPressure_neut,0.0,0
x_120m_H2C,0.0,0
x_120m_NetTaker_neut,0.0,0
x_720m_OI_Price_Ratio,0.0,0
x_720m_OI_Chg_neut,0.0,0
x_120m_O2H_neut,0.0,0
x_720m_O2L,0.0,0
x_720m_O2H_neut,0.0,0
x_720m_O2H,0.0,0
x_720m_O2C_neut,0.0,0
x_720m_H2L_Vol,0.0,0
x_720m_H2C_neut,0.0,0
x_720m_Close_Diff_Rate_neut,0.0,0
x_60m_Vol_neut,0.0,0
x_60m_PremiumDiff,0.0,0
x_60m_OI_Price_Ratio,0.0,0
x_60m_OI_Chg_neut,0.0,0
x_60m_OI_Chg,0.0,0
x_5m_O2H,0.0,0
x_5m_H2C,0.0,0
x_5m_O2C,0.0,0
x_30m_OI_Chg_neut,0.0,0
x_30m_O2H_neut,0.0,0
x_30m_O2H,0.0,0
x_30m_O2C,0.0,0
x_30m_L2C_neut,0.0,0
x_240m_PremiumDiff_neut,0.0,0
x_240m_PremiumDiff,0.0,0
x_15m_PremiumDiff,0.0,0
x_15m_RatioSkewDiff_neut,0.0,0
x_240m_O2L_neut,0.0,0
x_1m_C2VWAP,0.0,0
x_1m_C2VWAP_neut,0.0,0
x_1m_H2C,0.0,0
x_240m_C2VWAP_neut,0.0,0
x_1m_Premium_neut,0.0,0
x_1m_PremiumDiff_neut,0.0,0
x_1m_PremiumDiff,0.0,0
x_1m_Premium,0.0,0
x_1m_O2L,0.0,0
x_1m_L2C_neut,0.0,0
x_30m_OI_Chg,0.0,0
x_30m_PremiumDiff,0.0,0
x_5m_L2C_neut,0.0,0
x_30m_PremiumDiff_neut,0.0,0
x_5m_L2C,0.0,0
x_1440m_OI_Price_Ratio_neut,0.0,0
x_5m_H2C_neut,0.0,0
x_1m_L2C,0.0,0
x_5m_C2VWAP,0.0,0
x_1440m_PremiumDiff,0.0,0
x_1440m_PremiumDiff_neut,0.0,0
x_15m_H2C_neut,0.0,0
x_480m_O2L_neut,0.0,0
x_480m_O2L,0.0,0
x_480m_O2H_neut,0.0,0
x_15m_H2L_Vol,0.0,0
x_15m_L2C,0.0,0
x_15m_O2H,0.0,0
x_15m_O2H_neut,0.0,0
x_480m_H2C_neut,0.0,0
x_15m_O2L_neut,0.0,0
x_480m_EffRatio,0.0,0
x_15m_OI_Chg_neut,0.0,0
x_240m_PctB_neut,0.0,0
