feature,importance_gain,importance_split
x_240m_OI_P_Corr,18059650.0,2
x_5m_H2L_Vol_neut,17714900.0,1
x_1440m_O2L,12618000.0,1
x_480m_RatioSkewDiff_neut,10006540.0,3
x_1440m_RVol,9537200.0,5
x_720m_OI_XSkew,9076230.0,3
x_1440m_EffRatio_neut,7134950.0,3
x_120m_VolDiff_neut,6730580.0,1
x_1440m_L2C_neut,6699640.0,2
x_240m_O2H_neut,5867950.0,1
x_720m_OI_Z,5790190.0,1
x_1440m_PctB,5780030.0,2
x_5m_WhaleGap,5268510.0,2
x_240m_NetTaker_neut,5216380.0,3
x_1440m_OI_Chg_neut,5116500.0,1
x_1440m_RatioSkewDiff_neut,4965690.0,2
x_5m_C2VWAP_neut,4911010.0,2
x_1440m_Premium,4807270.0,1
x_1440m_Close_Diff_Rate_neut,4586690.0,1
x_1440m_NetTaker_neut,4398700.0,2
x_120m_C2VWAP_neut,4293900.0,1
x_1440m_H2C,4139270.0,2
x_120m_Vol_neut,3389270.0,2
x_15m_PremiumDiff_neut,3040970.0,1
x_120m_Vol,2811990.0,1
x_120m_H2C_neut,2715200.0,1
x_240m_OI_Chg,2426310.0,1
x_480m_EffRatio_neut,2387040.0,1
x_1440m_PctB_neut,2176990.0,1
x_120m_PremiumDiff_neut,2171500.0,1
x_480m_H2L_Vol,2158080.0,1
x_1440m_EffRatio,2144150.0,1
x_60m_H2L_Vol_neut,2092790.0,1
x_720m_OI_Z_neut,2053720.0,1
x_120m_Close_Diff_Rate,1857450.0,1
x_480m_Close_Diff_Rate,1684490.0,1
x_5m_RVol_neut,1595030.0,1
x_1m_Premium_neut,1564930.0,1
x_120m_CrowdingPressure_neut,1394180.0,1
x_5m_O2C,0.0,0
x_5m_O2C_neut,0.0,0
x_5m_O2H,0.0,0
x_5m_L2C_neut,0.0,0
x_5m_O2H_neut,0.0,0
x_5m_L2C,0.0,0
x_5m_H2C_neut,0.0,0
x_480m_PremiumDiff,0.0,0
x_5m_H2C,0.0,0
x_5m_C2VWAP,0.0,0
x_480m_PremiumDiff_neut,0.0,0
x_5m_O2L_neut,0.0,0
x_480m_OI_Chg,0.0,0
x_480m_O2L_neut,0.0,0
x_480m_O2L,0.0,0
x_480m_O2H_neut,0.0,0
x_480m_O2C_neut,0.0,0
x_480m_NetTaker_neut,0.0,0
x_480m_L2C_neut,0.0,0
x_480m_L2C,0.0,0
x_480m_H2C_neut,0.0,0
x_5m_O2L,0.0,0
x_60m_H2C,0.0,0
x_5m_OI_Chg,0.0,0
x_720m_O2H,0.0,0
x_60m_Vol_neut,0.0,0
x_720m_Close_Diff_Rate_neut,0.0,0
x_720m_EffRatio,0.0,0
x_720m_H2C_neut,0.0,0
x_720m_H2L_Vol,0.0,0
x_720m_O2C_neut,0.0,0
x_720m_O2H_neut,0.0,0
x_5m_PctB_neut,0.0,0
x_720m_O2L,0.0,0
x_720m_O2L_neut,0.0,0
x_720m_OI_Chg_neut,0.0,0
x_720m_OI_Price_Ratio,0.0,0
x_720m_OI_Price_Ratio_neut,0.0,0
x_720m_PremiumDiff,0.0,0
x_60m_PremiumDiff_neut,0.0,0
x_60m_PremiumDiff,0.0,0
x_60m_OI_Price_Ratio,0.0,0
x_60m_OI_Chg_neut,0.0,0
x_60m_OI_Chg,0.0,0
x_60m_O2L_neut,0.0,0
x_60m_O2L,0.0,0
x_60m_O2H_neut,0.0,0
x_60m_O2H,0.0,0
