feature,importance_gain,importance_split
x_1440m_NetTaker_neut,416820618.0,139
x_1440m_Premium,400589540.0,132
x_1440m_RVol,366009025.0,179
x_5m_WhaleGap,349316276.0,139
x_5m_RatioSkew_neut,346007254.0,131
x_480m_RatioSkewDiff_neut,345929391.0,171
x_720m_OI_Price_Ratio_neut,340885128.0,87
x_1440m_EffRatio,326035063.0,134
x_720m_OI_XSkew,318356834.0,164
x_480m_H2L_Vol,301075852.0,122
x_120m_NetTaker_neut,301029503.0,110
x_480m_NetTaker_neut,290885131.0,108
x_1440m_H2C_neut,287426901.0,95
x_720m_H2C_neut,280589165.0,89
x_1440m_O2L,266740175.0,109
x_120m_VolDiff_neut,264708006.0,128
x_240m_O2L,262452054.0,106
x_720m_OI_Price_Ratio,257483962.0,116
x_240m_PctB_neut,249326095.0,88
x_1440m_RatioSkewDiff_neut,249132701.0,110
x_1440m_OI_Chg,246542474.0,116
x_720m_EffRatio,244648318.0,109
x_480m_EffRatio,239144951.0,90
x_720m_O2L_neut,238191787.0,114
x_120m_O2L_neut,237559054.0,104
x_1440m_OI_Price_Ratio_neut,236273757.0,106
x_720m_O2L,230006709.0,104
x_480m_EffRatio_neut,227397633.0,88
x_480m_H2C_neut,222945372.0,80
x_120m_CrowdingPressure_neut,221364571.0,110
x_240m_EffRatio_neut,221156268.0,83
x_240m_OI_P_Corr,220697572.0,113
x_720m_H2L_Vol,214567935.0,108
x_1440m_O2H_neut,210927485.0,103
x_480m_OI_Chg,209510152.0,103
x_120m_Vol,208645346.0,94
x_120m_Vol_neut,205348485.0,112
x_15m_RatioSkewDiff_neut,203196647.0,74
x_240m_NetTaker_neut,202106829.0,96
x_1440m_OI_Chg_neut,199430315.0,101
x_1440m_H2C,197025019.0,106
x_720m_OI_Z,191998478.0,101
x_120m_L2C_neut,191240884.0,63
x_1440m_O2L_neut,190682882.0,118
x_120m_O2H_neut,189915645.0,94
x_480m_O2H_neut,187995570.0,108
x_1440m_L2C_neut,183655070.0,100
x_1440m_L2C,183541813.0,99
x_480m_O2L_neut,177140055.0,90
x_480m_O2L,175718143.0,95
x_60m_O2H_neut,174149873.0,63
x_240m_O2C,173513723.0,70
x_60m_Vol_neut,172891673.0,91
x_120m_L2C,172044891.0,80
x_60m_O2L,169577199.0,82
x_1440m_O2H,169270458.0,91
x_1440m_PctB_neut,167000595.0,101
x_120m_O2L,166836855.0,78
x_480m_L2C_neut,166354857.0,86
x_1440m_EffRatio_neut,165630509.0,67
x_1440m_PremiumDiff,161693201.0,101
x_120m_H2C_neut,161266361.0,77
x_120m_H2L_Vol,159840674.0,83
x_120m_O2H,157348990.0,94
x_720m_O2H,155434673.0,90
x_240m_OI_Chg,150614965.0,78
x_720m_OI_Chg_neut,150553454.0,83
x_15m_O2L,149448681.0,59
x_480m_L2C,146297384.0,87
x_60m_EffRatio_neut,144859768.0,79
x_60m_EffRatio,143233489.0,74
x_720m_O2H_neut,139741879.0,72
x_720m_OI_Z_neut,137466863.0,78
