feature,importance_gain,importance_split
x_5m_O2C_neut,66304344.0,27
x_1m_H2L_Vol_neut,64085540.0,26
x_15m_O2H,63725945.0,35
x_5m_L2C,62539569.0,32
x_5m_O2H_neut,59982661.0,33
x_5m_H2L_Vol_neut,59970306.0,30
x_5m_L2C_neut,59787098.0,27
x_1m_L2C,58172820.0,20
x_15m_H2C,57880051.0,33
x_5m_C2VWAP,55497758.0,25
x_5m_RVol_neut,53874523.0,29
x_1m_O2H_neut,52898019.0,28
x_1m_O2L_neut,49391468.0,25
x_30m_O2H_neut,48432608.0,23
x_15m_O2H_neut,48412660.0,26
x_1m_H2L_Vol,37692441.0,20
x_1m_H2C,32736851.0,22
x_5m_H2C_neut,27708224.0,13
x_5m_O2L_neut,24424600.0,12
