feature,importance_gain,importance_split
x_1440m_RVol,18235655.0,24
x_1440m_Premium,9543927.0,10
x_240m_O2H_neut,6839581.0,4
x_1440m_Close_Diff_Rate_neut,6812983.0,4
x_1440m_PctB_neut,5946348.0,5
x_1440m_PctB,4996139.0,3
x_120m_H2L_Vol,4988334.0,3
x_1440m_RatioSkewDiff_neut,4796577.0,6
x_1440m_L2C_neut,4433002.0,9
x_5m_WhaleGap,3824421.0,8
x_5m_O2L,3579400.0,1
x_480m_OI_Chg,3578763.0,8
x_1440m_EffRatio_neut,3378569.0,3
x_240m_NetTaker_neut,3166052.0,5
x_480m_O2C_neut,3024157.0,5
x_480m_L2C_neut,2702972.0,5
x_1440m_NetTaker_neut,2688232.0,5
x_720m_OI_Z_neut,2658717.0,4
x_120m_Vol_neut,2543855.0,5
x_240m_O2H,2384638.0,7
x_1440m_O2L_neut,2369398.0,2
x_120m_Close_Diff_Rate_neut,2317574.0,4
x_720m_OI_XSkew,2254083.0,5
x_1m_H2L_Vol,2243559.0,2
x_480m_H2L_Vol,2222171.0,5
x_120m_L2C,2163861.0,3
x_60m_O2L_neut,2110793.0,3
x_720m_O2L_neut,1939697.0,5
x_1440m_OI_Chg_neut,1928664.0,4
x_480m_PremiumDiff,1922060.0,2
x_480m_NetTaker_neut,1910397.0,3
x_120m_PremiumDiff_neut,1792354.0,3
x_480m_Close_Diff_Rate,1772146.0,4
x_240m_OI_Chg_neut,1481560.0,3
x_5m_RVol_neut,1442012.0,3
x_120m_Vol,1338204.0,4
x_1440m_H2C_neut,1327870.0,4
x_120m_O2L,1318995.0,3
x_120m_L2C_neut,1294243.0,3
x_15m_OI_Chg,1230480.0,1
x_480m_PremiumDiff_neut,1146900.0,2
x_60m_EffRatio,1136096.0,2
x_120m_C2VWAP_neut,1115289.0,3
x_240m_OI_P_Corr,992044.0,2
x_60m_Close_Diff_Rate,979966.0,3
x_120m_O2H,978159.0,3
x_480m_L2C,945229.0,2
x_5m_H2L_Vol_neut,849692.0,1
x_60m_H2L_Vol_neut,823052.0,2
x_120m_VolDiff_neut,808112.0,2
x_1440m_H2C,767897.0,2
x_720m_OI_Z,725282.0,1
x_5m_O2H_neut,674076.0,1
x_480m_EffRatio_neut,672118.0,2
x_480m_RatioSkewDiff_neut,641502.0,2
x_120m_Close_Diff_Rate,570154.0,2
x_120m_O2L_neut,533764.0,1
x_1m_H2L_Vol_neut,475603.0,2
x_60m_H2C,451813.0,2
x_1440m_EffRatio,442592.0,2
x_720m_PremiumDiff_neut,440386.0,1
x_30m_O2L,434154.0,1
x_30m_O2L_neut,388565.0,1
x_720m_EffRatio,359155.0,1
x_240m_O2C,357336.0,1
x_1m_O2L_neut,352159.0,1
x_120m_H2C_neut,347696.0,1
x_1m_H2C_neut,344131.0,1
x_15m_O2L,341295.0,1
x_60m_PremiumDiff_neut,330775.0,1
