feature,importance_gain,importance_split
x_60m_O2H_neut,9557770.0,6
x_5m_O2C,9310367.0,6
x_60m_O2L_neut,9032168.0,5
x_240m_O2L_neut,8580060.0,5
x_30m_O2H_neut,8506140.0,4
x_1440m_Close_Diff_Rate_neut,8245566.0,6
x_1m_C2VWAP_neut,8014911.0,6
x_120m_Close_Diff_Rate,7954572.0,6
x_1m_H2L_Vol_neut,7789530.0,4
x_15m_O2H,7519000.0,4
x_5m_H2C_neut,7462500.0,4
x_15m_L2C,6331744.0,4
x_5m_PctB_neut,6179106.0,4
x_1m_C2VWAP,5649489.0,5
x_120m_Close_Diff_Rate_neut,2102885.0,2
