feature,importance_gain,importance_split
x_1440m_RVol,509010504.0,331
x_5m_WhaleGap,342112990.0,138
x_1440m_Premium,305644570.0,194
x_480m_RatioSkewDiff_neut,251951401.0,117
x_1440m_NetTaker_neut,247899227.0,124
x_480m_NetTaker_neut,233186657.0,123
x_480m_OI_Chg,219317316.0,139
x_1440m_OI_Chg,208307753.0,139
x_480m_H2L_Vol,204701706.0,133
x_120m_Vol_neut,203742707.0,126
x_240m_O2H_neut,194888096.0,105
x_120m_Vol,181001677.0,107
x_5m_RatioSkew_neut,179507675.0,108
x_1440m_O2H_neut,179174219.0,128
x_120m_H2L_Vol,173847657.0,110
x_480m_EffRatio_neut,169638482.0,128
x_1440m_OI_Price_Ratio_neut,167802188.0,84
x_1440m_O2H,167693136.0,113
x_1440m_OI_Chg_neut,165749872.0,111
x_1440m_H2C,165449854.0,123
x_1440m_O2L,162778960.0,96
x_120m_O2H_neut,161014258.0,116
x_480m_O2H_neut,159713103.0,120
x_720m_H2L_Vol,158927119.0,119
x_1440m_RatioSkewDiff_neut,158700134.0,97
x_240m_OI_P_Corr,155598660.0,95
x_120m_CrowdingPressure_neut,149657752.0,94
x_240m_O2H,148225257.0,128
x_240m_NetTaker_neut,145764838.0,71
x_720m_OI_XSkew,145597498.0,91
x_1440m_L2C,142796124.0,110
x_240m_PctB_neut,136230833.0,71
x_120m_VolDiff_neut,136115751.0,77
x_720m_O2L_neut,134735292.0,102
x_720m_O2L,134690170.0,85
x_1440m_L2C_neut,132037804.0,101
x_480m_L2C,125634252.0,86
x_480m_H2C_neut,124404878.0,83
x_1440m_EffRatio,119992928.0,74
x_480m_L2C_neut,119078449.0,92
x_15m_H2L_Vol,117801324.0,77
x_1440m_EffRatio_neut,112140087.0,67
x_120m_Close_Diff_Rate,109943007.0,69
x_720m_EffRatio,109478497.0,75
x_1440m_PctB_neut,106148036.0,88
x_480m_O2L_neut,105736945.0,72
x_1440m_PremiumDiff,105592216.0,74
x_720m_OI_Z_neut,104928469.0,68
x_720m_Close_Diff_Rate_neut,104605935.0,91
x_120m_O2H,103056483.0,81
x_720m_H2C_neut,101497884.0,58
x_480m_O2L,100173074.0,68
x_120m_O2L_neut,99093496.0,55
x_720m_O2H,98359768.0,66
x_480m_Close_Diff_Rate,97083536.0,80
x_240m_EffRatio_neut,97052007.0,50
x_1440m_O2L_neut,95040825.0,71
x_720m_OI_Price_Ratio_neut,94806496.0,60
x_720m_OI_Price_Ratio,93554311.0,65
x_60m_O2H,92869501.0,75
x_120m_L2C_neut,91889937.0,70
x_720m_O2C_neut,91512849.0,81
x_1440m_H2C_neut,91362810.0,59
x_60m_H2L_Vol_neut,91323132.0,55
x_240m_OI_Chg_neut,90421010.0,74
x_240m_C2VWAP_neut,88907667.0,68
x_240m_O2L,88889137.0,57
x_120m_L2C,88121414.0,69
x_60m_O2L_neut,87960752.0,51
x_60m_Vol_neut,87734209.0,54
x_120m_OI_Chg_neut,84521582.0,70
x_120m_NetTaker_neut,83366332.0,50
x_5m_Premium_neut,83317350.0,63
x_60m_Close_Diff_Rate,79285417.0,62
x_720m_OI_Chg_neut,78894029.0,65
x_480m_EffRatio,78340666.0,47
x_240m_OI_Chg,77751775.0,67
x_240m_O2L_neut,77265777.0,55
x_720m_OI_Z,76694168.0,54
x_120m_H2C_neut,73857246.0,58
x_30m_OI_Chg_neut,73809396.0,54
x_720m_O2H_neut,73780461.0,57
x_480m_O2C_neut,73654999.0,56
x_1440m_PctB,72706261.0,64
x_5m_H2L_Vol_neut,72415527.0,42
x_240m_O2C,70808851.0,57
x_120m_O2L,70204746.0,50
x_240m_PremiumDiff,66658066.0,37
x_120m_H2C,66633756.0,43
x_30m_O2L_neut,66533463.0,50
x_120m_C2VWAP_neut,66182289.0,49
x_120m_Close_Diff_Rate_neut,66151709.0,46
x_720m_PremiumDiff,65504800.0,49
x_120m_OI_Chg,64106177.0,50
x_1440m_O2C_neut,63385928.0,48
x_60m_PremiumDiff,62718339.0,50
x_60m_O2H_neut,62465270.0,48
x_30m_O2H_neut,62378133.0,41
x_1440m_Close_Diff_Rate_neut,60018443.0,48
x_60m_OI_Chg_neut,59703621.0,48
x_5m_O2H,57978587.0,38
x_5m_L2C,57152020.0,41
x_1m_O2L,53649554.0,45
x_1m_PremiumDiff,52205766.0,46
x_15m_L2C,51778437.0,43
x_1m_PremiumDiff_neut,51171950.0,44
x_60m_O2L,51101189.0,42
x_5m_L2C_neut,50159061.0,42
x_30m_O2C,50132200.0,44
x_5m_O2H_neut,49275570.0,41
x_60m_OI_Chg,48628136.0,44
x_30m_PremiumDiff_neut,48346892.0,40
x_1m_Premium_neut,47700453.0,33
x_240m_PremiumDiff_neut,47666571.0,30
x_30m_PremiumDiff,47635912.0,41
x_30m_O2H,46827695.0,39
x_30m_L2C_neut,46480505.0,36
x_720m_PremiumDiff_neut,45633015.0,38
x_1m_Premium,45605925.0,37
x_5m_RVol,45102252.0,38
x_30m_OI_Chg,44750141.0,40
x_15m_O2L_neut,43856991.0,30
x_1m_H2L_Vol,42911895.0,36
x_15m_O2H_neut,41807534.0,27
x_15m_OI_Chg_neut,41673802.0,31
x_15m_O2L,41054529.0,34
x_30m_O2L,40252970.0,29
x_60m_H2C,39543650.0,29
x_1440m_PremiumDiff_neut,38383349.0,34
x_15m_O2H,37929981.0,32
x_5m_RVol_neut,36722725.0,33
x_5m_OI_Chg,36518998.0,29
x_15m_H2C,36381026.0,29
x_480m_PremiumDiff,36270572.0,31
x_60m_EffRatio_neut,35647125.0,26
x_60m_PremiumDiff_neut,35303413.0,29
x_1m_H2C,35206717.0,24
x_15m_RatioSkewDiff_neut,34870687.0,29
x_60m_OI_Price_Ratio,34820001.0,27
x_60m_EffRatio,34601525.0,24
x_1m_L2C,34518044.0,28
x_1m_H2L_Vol_neut,33365575.0,23
x_5m_O2L,33309106.0,31
x_5m_PremiumDiff,32072404.0,34
x_1m_L2C_neut,32052753.0,24
x_15m_OI_Chg,32046304.0,33
x_1m_O2H_neut,31339256.0,25
x_5m_C2VWAP,31124419.0,25
x_15m_PremiumDiff,30740706.0,31
x_15m_H2C_neut,30051597.0,27
x_15m_PremiumDiff_neut,28687089.0,28
x_1m_H2C_neut,28468716.0,21
x_5m_H2C,28082501.0,20
x_480m_PremiumDiff_neut,27663423.0,25
x_5m_O2C,27659942.0,20
x_5m_PctB_neut,27588116.0,20
x_5m_O2C_neut,26139040.0,22
x_5m_H2C_neut,25488583.0,23
x_1m_C2VWAP_neut,24805823.0,20
x_120m_PremiumDiff,24576755.0,19
x_120m_PremiumDiff_neut,24170470.0,20
x_1m_C2VWAP,24126629.0,17
x_1m_O2L_neut,23954181.0,20
x_5m_O2L_neut,23380493.0,19
x_5m_PremiumDiff_neut,18428706.0,20
x_5m_C2VWAP_neut,15545009.0,15
