feature,importance_gain,importance_split
x_5m_C2VWAP_neut,44922440.0,19
x_1440m_Close_Diff_Rate_neut,44799478.0,15
x_240m_PremiumDiff,43125940.0,17
x_120m_PremiumDiff_neut,41885010.0,16
x_5m_O2H_neut,41793355.0,13
x_1m_L2C,40410230.0,12
x_240m_O2L_neut,39907341.0,16
x_1m_O2L,39006460.0,17
x_120m_PremiumDiff,38154150.0,15
x_15m_O2H,37269840.0,12
x_60m_H2L_Vol_neut,36215500.0,14
x_5m_O2L_neut,34281090.0,15
x_5m_O2L,32108650.0,12
x_1440m_O2L_neut,32067940.0,15
x_30m_PremiumDiff_neut,31933590.0,16
x_30m_O2L_neut,31263970.0,15
x_1m_PremiumDiff_neut,30730769.0,11
x_120m_Close_Diff_Rate_neut,30350650.0,12
x_15m_O2H_neut,28638817.0,10
x_5m_O2C,28445490.0,9
x_5m_O2C_neut,28073257.0,10
x_5m_H2C,27485264.0,13
x_5m_OI_Chg,27226620.0,9
x_15m_L2C,26877138.0,10
x_1m_H2L_Vol_neut,25950160.0,13
x_5m_PctB_neut,23308880.0,12
x_15m_H2C_neut,21272220.0,7
x_1m_O2L_neut,19341330.0,7
x_30m_O2L,17003120.0,8
x_1m_H2L_Vol,16200750.0,9
x_15m_O2L_neut,15085430.0,9
x_1m_C2VWAP,14554610.0,7
x_5m_H2C_neut,13669660.0,6
