feature,importance_gain,importance_split
x_1440m_L2C_neut,13174194.0,11
x_1440m_O2H,12938706.0,11
x_480m_NetTaker_neut,12027647.0,6
x_720m_Close_Diff_Rate_neut,11682140.0,4
x_1440m_O2L,10254512.0,8
x_1440m_OI_Price_Ratio_neut,10044290.0,6
x_480m_H2L_Vol,9412548.0,6
x_1440m_NetTaker_neut,9367024.0,7
x_120m_H2L_Vol,8981796.0,7
x_1440m_Premium,8318147.0,3
x_1440m_H2C,7915206.0,7
x_1440m_OI_Chg_neut,7864606.0,6
x_60m_Vol_neut,7735660.0,3
x_480m_RatioSkewDiff_neut,7516482.0,5
x_720m_OI_Chg_neut,7101100.0,7
x_240m_C2VWAP_neut,7065549.0,5
x_1440m_H2C_neut,6588311.0,5
x_120m_Close_Diff_Rate_neut,6469802.0,5
x_120m_VolDiff_neut,6244029.0,4
x_480m_Close_Diff_Rate,6222008.0,5
x_480m_L2C_neut,6105727.0,5
x_1440m_RatioSkewDiff_neut,6056596.0,5
x_480m_OI_Chg,5740798.0,3
x_1440m_O2H_neut,5637258.0,7
x_1440m_Close_Diff_Rate_neut,5597138.0,5
x_60m_Close_Diff_Rate,5035330.0,2
x_480m_EffRatio,5019530.0,1
x_240m_O2H,4834421.0,5
x_15m_H2L_Vol,4694674.0,4
x_1m_H2L_Vol,4394961.0,3
x_60m_H2L_Vol_neut,4361007.0,4
x_120m_C2VWAP_neut,4278088.0,4
x_120m_NetTaker_neut,4262571.0,3
x_5m_O2H_neut,4187269.0,3
x_120m_OI_Chg_neut,4085848.0,6
x_120m_Close_Diff_Rate,4079649.0,4
x_240m_EffRatio_neut,4061928.0,2
x_720m_OI_Price_Ratio_neut,4044354.0,3
x_15m_O2L,3963117.0,4
x_5m_O2L_neut,3955163.0,3
x_1440m_EffRatio_neut,3921422.0,6
x_240m_OI_P_Corr,3747495.0,4
x_720m_O2H,3712605.0,4
x_240m_O2L,3695487.0,2
x_720m_O2L_neut,3612440.0,4
x_120m_PremiumDiff_neut,3584984.0,4
x_1m_H2C_neut,3559510.0,3
x_120m_O2L_neut,3402300.0,2
x_15m_H2C,3359458.0,3
x_480m_O2H_neut,3332285.0,5
x_240m_PremiumDiff,3272689.0,5
x_240m_O2H_neut,3133240.0,3
x_720m_EffRatio,3113253.0,3
x_120m_OI_Chg,3034983.0,4
x_240m_O2C,3016568.0,4
x_5m_RatioSkew_neut,2996702.0,3
x_15m_L2C,2946557.0,3
x_240m_PctB_neut,2935050.0,1
x_120m_L2C,2925780.0,1
x_60m_OI_Price_Ratio,2920128.0,2
x_15m_RatioSkewDiff_neut,2856178.0,3
x_60m_PremiumDiff_neut,2786664.0,3
x_1440m_PctB,2639845.0,3
x_480m_L2C,2567236.0,3
x_30m_PremiumDiff,2559910.0,2
x_720m_OI_XSkew,2530030.0,3
x_1440m_OI_Chg,2517804.0,3
x_1440m_EffRatio,2488421.0,3
x_60m_EffRatio,2420377.0,2
x_30m_O2H,2309914.0,4
x_5m_RVol,2309393.0,2
x_1m_L2C,2178140.0,3
x_1440m_L2C,2174521.0,3
x_5m_O2L,2128886.0,2
x_15m_O2H_neut,2108750.0,1
x_1440m_PremiumDiff,2064090.0,2
x_720m_OI_Z,2013433.0,3
x_5m_RVol_neut,2011600.0,1
x_5m_L2C,1970144.0,2
x_240m_NetTaker_neut,1934050.0,1
x_5m_Premium_neut,1912239.0,2
x_30m_O2C,1888382.0,2
x_720m_H2L_Vol,1838148.0,2
x_480m_PremiumDiff_neut,1821852.0,2
x_30m_PremiumDiff_neut,1815457.0,3
x_1440m_RVol,1605540.0,2
x_1m_O2H_neut,1564700.0,3
x_720m_O2L,1542460.0,1
x_30m_OI_Chg,1538110.0,1
x_15m_H2C_neut,1521340.0,1
x_5m_H2L_Vol_neut,1509199.0,2
x_240m_PremiumDiff_neut,1418743.0,2
x_60m_EffRatio_neut,1406410.0,1
x_60m_OI_Chg,1393348.0,2
x_480m_EffRatio_neut,1372050.0,1
x_5m_O2H,1356810.0,1
x_5m_C2VWAP_neut,1354220.0,1
x_1m_H2C,1344497.0,2
x_120m_O2H_neut,1319960.0,1
x_5m_OI_Chg,1250730.0,1
x_5m_WhaleGap,1245251.0,2
x_15m_PremiumDiff,1222332.0,2
x_30m_O2L_neut,1195732.0,2
x_15m_PremiumDiff_neut,1190800.0,2
x_60m_O2L_neut,1181470.0,2
x_120m_L2C_neut,1171614.0,2
x_15m_OI_Chg,1160310.0,1
x_1m_H2L_Vol_neut,1140657.0,2
x_720m_PremiumDiff_neut,1086523.0,3
x_5m_PremiumDiff_neut,1048600.0,1
x_5m_O2C,1032889.0,2
x_240m_O2L_neut,1015900.0,1
x_30m_O2L,993672.0,2
x_5m_PctB_neut,943281.0,2
x_60m_H2C,913617.0,1
x_720m_OI_Price_Ratio,903614.0,1
x_240m_OI_Chg_neut,878017.0,1
x_720m_O2H_neut,852123.0,1
x_720m_O2C_neut,827105.0,1
x_60m_O2H,822461.0,1
x_5m_L2C_neut,800940.0,1
x_30m_OI_Chg_neut,763680.0,1
x_1440m_PctB_neut,747236.0,1
x_5m_O2C_neut,721772.0,1
x_1m_C2VWAP,698178.0,1
x_120m_H2C,689751.0,1
x_1m_PremiumDiff,668591.0,1
x_480m_PremiumDiff,612365.0,1
x_240m_OI_Chg,513795.0,1
x_1m_O2L,493403.0,1
x_120m_H2C_neut,489777.0,1
x_1m_Premium_neut,451007.0,1
x_30m_L2C_neut,444005.0,1
x_60m_PremiumDiff,0.0,0
x_60m_O2L,0.0,0
x_120m_CrowdingPressure_neut,0.0,0
x_720m_OI_Z_neut,0.0,0
x_60m_OI_Chg_neut,0.0,0
x_720m_PremiumDiff,0.0,0
x_120m_O2H,0.0,0
x_720m_H2C_neut,0.0,0
x_1m_C2VWAP_neut,0.0,0
x_60m_O2H_neut,0.0,0
x_120m_O2L,0.0,0
x_1m_L2C_neut,0.0,0
x_1m_O2L_neut,0.0,0
x_1m_Premium,0.0,0
x_1m_PremiumDiff_neut,0.0,0
x_15m_OI_Chg_neut,0.0,0
x_15m_O2L_neut,0.0,0
x_15m_O2H,0.0,0
x_30m_O2H_neut,0.0,0
x_1440m_PremiumDiff_neut,0.0,0
x_480m_H2C_neut,0.0,0
x_480m_O2C_neut,0.0,0
x_1440m_O2L_neut,0.0,0
x_480m_O2L,0.0,0
x_480m_O2L_neut,0.0,0
x_1440m_O2C_neut,0.0,0
x_5m_H2C,0.0,0
x_5m_H2C_neut,0.0,0
x_120m_Vol_neut,0.0,0
x_5m_PremiumDiff,0.0,0
x_120m_Vol,0.0,0
x_120m_PremiumDiff,0.0,0
x_5m_C2VWAP,0.0,0
