feature,importance_gain,importance_split
x_480m_RatioSkewDiff_neut,29371963.0,10
x_1440m_O2L,21017320.0,4
x_5m_H2L_Vol_neut,17714900.0,1
x_1440m_RatioSkewDiff_neut,17545074.0,7
x_1440m_O2C_neut,17501554.0,5
x_480m_EffRatio_neut,16772380.0,4
x_5m_O2H_neut,16310800.0,1
x_240m_OI_P_Corr,14143360.0,7
x_1440m_L2C_neut,10837510.0,4
x_720m_EffRatio,10832220.0,6
x_240m_NetTaker_neut,9462660.0,3
x_720m_OI_Chg_neut,9439176.0,4
x_1440m_O2H_neut,9311050.0,3
x_1440m_O2H,9174850.0,2
x_5m_WhaleGap,9080020.0,3
x_720m_OI_Price_Ratio_neut,8478770.0,3
x_60m_EffRatio,8375754.0,5
x_480m_L2C,8059570.0,4
x_720m_OI_XSkew,7764192.0,3
x_1440m_Premium,7548450.0,2
x_720m_OI_Price_Ratio,7434789.0,4
x_120m_L2C,7359260.0,4
x_1440m_EffRatio_neut,7328920.0,3
x_1440m_NetTaker_neut,7119744.0,4
x_480m_OI_Chg,7081860.0,2
x_240m_PctB_neut,6988200.0,2
x_480m_PremiumDiff_neut,6923630.0,2
x_120m_PremiumDiff_neut,6848022.0,4
x_1440m_PctB_neut,6648951.0,3
x_240m_EffRatio_neut,5952601.0,3
x_15m_OI_Chg,5538866.0,4
x_60m_Close_Diff_Rate,5431580.0,3
x_1440m_RVol,5426040.0,3
x_120m_OI_Chg_neut,5419954.0,5
x_480m_EffRatio,5314994.0,2
x_240m_C2VWAP_neut,5112160.0,3
x_60m_Vol_neut,5060110.0,2
x_240m_O2L_neut,4989875.0,3
x_240m_O2C,4984305.0,2
x_720m_O2H_neut,4892070.0,3
x_1m_H2C,4808630.0,1
x_1440m_Close_Diff_Rate_neut,4586690.0,1
x_120m_PremiumDiff,4496210.0,1
x_120m_Close_Diff_Rate_neut,4257010.0,2
x_5m_L2C,4068523.0,4
x_120m_O2L_neut,3764080.0,2
x_1440m_H2C,3521330.0,2
x_5m_RatioSkew_neut,3328830.0,2
x_120m_H2L_Vol,3271853.0,3
x_120m_H2C,3215070.0,2
x_15m_O2L_neut,3209985.0,2
x_480m_O2C_neut,2941440.0,2
x_15m_OI_Chg_neut,2927070.0,1
x_480m_NetTaker_neut,2886290.0,2
x_30m_O2H_neut,2878660.0,2
x_120m_Vol,2811990.0,1
x_240m_PremiumDiff,2656120.0,3
x_120m_NetTaker_neut,2537140.0,2
x_60m_OI_Chg,2526080.0,1
x_720m_H2L_Vol,2413750.0,1
x_120m_C2VWAP_neut,2360574.0,2
x_720m_O2H,2331409.0,2
x_1m_O2H_neut,2154350.0,1
x_5m_PremiumDiff_neut,1992940.0,1
x_30m_OI_Chg,1991400.0,1
x_1m_Premium_neut,1854730.0,1
x_120m_L2C_neut,1765190.0,1
x_60m_OI_Price_Ratio,1757450.0,1
x_5m_RVol_neut,1755160.0,1
x_1440m_OI_Price_Ratio_neut,1739053.0,2
x_480m_Close_Diff_Rate,1684490.0,1
x_30m_O2L_neut,1603470.0,2
x_480m_O2H_neut,1575000.0,1
x_5m_OI_Chg,1480760.0,1
x_240m_O2H_neut,1446790.0,1
